id,question,answer
nq_1512,towns on the border of texas and oklahoma?,Burkburnett
nq_1512,towns on the border of texas and oklahoma?,Colbert
nq_1512,towns on the border of texas and oklahoma?,Denison
nq_1512,towns on the border of texas and oklahoma?,Texhoma
nq_1512,towns on the border of texas and oklahoma?,Texola
nq_1512,towns on the border of texas and oklahoma?,Thackerville
nq_1526,when did they stop making jello pudding pops?,1993
nq_1526,when did they stop making jello pudding pops?,2011
nq_153,who did the astros play last time they were in the world series?,Atlanta Braves
nq_153,who did the astros play last time they were in the world series?,Chicago White Sox
nq_153,who did the astros play last time they were in the world series?,Los Angeles Dodgers
nq_153,who did the astros play last time they were in the world series?,Philadelphia Phillies
nq_153,who did the astros play last time they were in the world series?,Washington Nationals
nq_1530,when did reba mcentire record back to god?,2016
nq_1530,when did reba mcentire record back to god?,2017
nq_1532,what are the active materials of a lead acid battery?,PbO2 (lead dioxide) and Pb (spongy lead)
nq_1532,what are the active materials of a lead acid battery?,"PbO2 (lead dioxide), Pb (spongy lead), and H2SO4 (dilute sulfuric acid)"
nq_1539,who lives at the end of king lear?,Albany
nq_1539,who lives at the end of king lear?,Edgar
nq_1539,who lives at the end of king lear?,Kent
nq_1541,how many series of diary of a wimpy kid are there?,1
nq_1541,how many series of diary of a wimpy kid are there?,2
nq_1558,who invented the printing press and what year?,Bi Sheng — 1040
nq_1558,who invented the printing press and what year?,Choe Yun-ui — 1234
nq_1558,who invented the printing press and what year?,Johannes Gutenberg — 1440
nq_1563,how many casinos are in atlantic city new jersey?,12
nq_1563,how many casinos are in atlantic city new jersey?,9
nq_1566,who is jack 's mother in when calls the heart?,Brooke Shields
nq_1566,who is jack 's mother in when calls the heart?,Charlotte Thornton
nq_1566,who is jack 's mother in when calls the heart?,Elizabeth Thatcher Thornton
nq_1582,when was the last time the womens hockey team won gold?,1982 Asian Games (India women’s field hockey)
nq_1582,when was the last time the womens hockey team won gold?,2002 Commonwealth Games (India women’s field hockey)
nq_1582,when was the last time the womens hockey team won gold?,2016 Olympics (Great Britain women’s field hockey)
nq_1582,when was the last time the womens hockey team won gold?,2018 Winter Olympics (USA women’s ice hockey)
nq_1582,when was the last time the womens hockey team won gold?,2022 Winter Olympics (Canada women’s ice hockey)
nq_1582,when was the last time the womens hockey team won gold?,2024 IIHF Women’s World Championship (USA women’s ice hockey)
nq_1583,when did the twenty one pilots hiatus start?,"July 6, 2017"
nq_1583,when did the twenty one pilots hiatus start?,"June 25, 2017"
nq_1584,when did ibuprofen become available over the counter?,1983
nq_1584,when did ibuprofen become available over the counter?,1984
nq_1587,when did cristiano ronaldo go to manchester united?,August 2003
nq_1587,when did cristiano ronaldo go to manchester united?,August 2021
nq_1588,when did the nfl adopt a salary cap?,1993
nq_1588,when did the nfl adopt a salary cap?,1994
nq_1590,how many winnie the pooh books are there?,2
nq_1590,how many winnie the pooh books are there?,4
nq_1596,when does the dlc for rainbow six siege come out?,DLC releases follow a roughly quarterly season/operation schedule
nq_1596,when does the dlc for rainbow six siege come out?,"The first DLC (Operation Black Ice) released Feb 2, 2016 for Season Pass holders and Feb 9, 2016 for all players"
nq_1597,who has the most olympic medals in figure skating?,Scott Moir
nq_1597,who has the most olympic medals in figure skating?,Tessa Virtue
nq_160,what is the largest bill in american money?,"$10,000 bill"
nq_160,what is the largest bill in american money?,$100 bill
nq_160,what is the largest bill in american money?,"$100,000 gold certificate"
nq_1606,who does claire from mcleods daughters end up with?,Alex Ryan
nq_1606,who does claire from mcleods daughters end up with?,No one (she dies before settling down)
nq_1606,who does claire from mcleods daughters end up with?,Peter Johnson (father of her child)
nq_1608,when did fender start making amps in mexico?,2001
nq_1608,when did fender start making amps in mexico?,2002
nq_1609,who has the most rushing yards in a super bowl?,Franco Harris
nq_1609,who has the most rushing yards in a super bowl?,Timmy Smith
nq_1610,the boiling point of water is 100 degrees celsius express this in si units?,373 K
nq_1610,the boiling point of water is 100 degrees celsius express this in si units?,373.15 K
nq_1615,what states were most affected by the dust bowl?,Colorado
nq_1615,what states were most affected by the dust bowl?,Kansas
nq_1615,what states were most affected by the dust bowl?,New Mexico
nq_1615,what states were most affected by the dust bowl?,Oklahoma
nq_1615,what states were most affected by the dust bowl?,Texas
nq_1617,who starred in the film walk the line?,Joaquin Phoenix
nq_1617,who starred in the film walk the line?,Reese Witherspoon
nq_162,what are the parts of a domain name called?,labels
nq_162,what are the parts of a domain name called?,subdomain (third-level or host)/second-level domain (SLD)/top-level domain (TLD)
nq_1621,when was the last year the eagles went to the superbowl?,2022
nq_1621,when was the last year the eagles went to the superbowl?,2023
nq_1634,when do dwight and angela start dating again?,"Season 4 finale “Goodbye, Toby” (secret affair resumes while Angela is with Andy)"
nq_1634,when do dwight and angela start dating again?,"Season 9, episode “A.A.R.M.” (officially reconcile/get engaged)"
nq_1641,where is the villa in call me by your name?,"Somewhere in Northern Italy (Lombardy, around Crema) in the film’s story"
nq_1641,where is the villa in call me by your name?,"The Italian Riviera (Liguria), in a fictional town (“B.”) in the novel"
nq_1641,where is the villa in call me by your name?,"Villa Albergoni, Moscazzano (near Crema), Lombardy, Italy"
nq_1645,what are the monomer building blocks of dna and rna?,deoxyribonucleotides (for DNA) and ribonucleotides (for RNA)
nq_1645,what are the monomer building blocks of dna and rna?,nucleotides
nq_1646,university of michigan school of public health ranking?,ShanghaiRanking Global Ranking of Academic Subjects (Public Health): roughly top-15 globally
nq_1646,university of michigan school of public health ranking?,"U.S. News & World Report (Best Public Health Schools, U.S.): around #6 nationally"
nq_1650,where are antibodies made and by what type of lymphocyte?,Bone marrow - long-lived plasma cells (B-cell derivatives)
nq_1650,where are antibodies made and by what type of lymphocyte?,"Secondary lymphoid tissues (lymph nodes, spleen, MALT) - plasma cells (differentiated B lymphocytes)"
nq_1654,where is the world 's largest thermometer located?,"Baker, California, USA"
nq_1655,where did the french immigrants settle in texas?,Castroville and other Medina River settlements west of San Antonio (Castro’s colony)
nq_1655,where did the french immigrants settle in texas?,Fort St. Louis on Matagorda Bay
nq_1655,where did the french immigrants settle in texas?,La Réunion near present-day Dallas
nq_1663,the duluth model is an intervention program that emphasizes?,a coordinated community response integrating criminal justice and advocacy services
nq_1663,the duluth model is an intervention program that emphasizes?,perpetrator accountability and re-education toward nonviolence and equality
nq_1663,the duluth model is an intervention program that emphasizes?,power and control dynamics (male dominance over women) as the root of intimate partner violence
nq_1667,when does the new adventure time come out?,"August 31, 2023 — Adventure Time: Fionna and Cake premiered on Max"
nq_1667,when does the new adventure time come out?,"June 25, 2020 — Adventure Time: Distant Lands (BMO) premiered on HBO Max"
nq_1672,who wrote the song oh lord wo n 't you buy me a mercedes benz?,Bob Neuwirth
nq_1672,who wrote the song oh lord wo n 't you buy me a mercedes benz?,Janis Joplin
nq_1672,who wrote the song oh lord wo n 't you buy me a mercedes benz?,Michael McClure
nq_1675,who was the inventor who developed a way to record sound?,Thomas Edison
nq_1675,who was the inventor who developed a way to record sound?,Édouard-Léon Scott de Martinville
nq_1683,how long is a whale shark in meters?,10 m
nq_1683,how long is a whale shark in meters?,18 m
nq_1687,who did the minnesota vikings lose to in the super bowl?,Kansas City Chiefs
nq_1687,who did the minnesota vikings lose to in the super bowl?,Miami Dolphins
nq_1687,who did the minnesota vikings lose to in the super bowl?,Oakland Raiders
nq_1687,who did the minnesota vikings lose to in the super bowl?,Pittsburgh Steelers
nq_1688,who are considered to be the founding fathers?,Alexander Hamilton
nq_1688,who are considered to be the founding fathers?,Benjamin Franklin
nq_1688,who are considered to be the founding fathers?,George Washington
nq_1688,who are considered to be the founding fathers?,James Madison
nq_1688,who are considered to be the founding fathers?,John Adams
nq_1688,who are considered to be the founding fathers?,John Jay
nq_1688,who are considered to be the founding fathers?,Thomas Jefferson
nq_1691,who is the writer of a walk to remember?,Karen Janszen
nq_1691,who is the writer of a walk to remember?,Nicholas Sparks
nq_1692,when did they start assigning social security numbers at birth?,1987
nq_1692,when did they start assigning social security numbers at birth?,1989
nq_1692,when did they start assigning social security numbers at birth?,1997
nq_1693,where is geothermal energy used the most in the us?,California
nq_1693,where is geothermal energy used the most in the us?,The Geysers (Northern California)
nq_1699,what is small business tax rate in canada?,"9% federal small business corporate income tax rate (on up to the small business limit, currently $500,000 of active business income)"
nq_1699,what is small business tax rate in canada?,Combined federal+provincial/territorial small business corporate income tax rate varies by location (about 9%-13% in 2024
nq_1699,what is small business tax rate in canada?,"e.g., ON ~12.2%, BC ~11.0%, AB ~11.0%, MB ~9.0%)"
nq_1701,what are the main sources of economic growth in the us currently?,"Business investment in structures, equipment, and intellectual property"
nq_1701,what are the main sources of economic growth in the us currently?,Consumer spending (especially services)
nq_1701,what are the main sources of economic growth in the us currently?,Energy production and clean-energy buildout
nq_1701,what are the main sources of economic growth in the us currently?,"Government spending and industrial policy (infrastructure, CHIPS, IRA)"
